Time,Signal,BPM,Emotion
18:9:27,496,74,16.666666666666664
18:9:29,503,74,16.666666666666664
18:9:30,566,73,16.666666666666664
18:9:31,533,72,20.0
18:9:32,522,71,23.333333333333332
18:9:33,526,69,23.333333333333332
18:9:34,529,68,23.333333333333332
18:9:35,538,66,23.333333333333332
18:9:36,542,65,20.0
18:9:37,538,63,20.0
18:9:38,521,62,20.0
18:9:39,498,61,20.0
18:9:40,493,60,20.0
18:9:41,506,61,16.666666666666664
18:9:42,515,61,13.333333333333334
18:9:43,501,62,13.333333333333334
18:9:44,495,62,13.333333333333334
18:9:45,499,63,10.0
18:9:46,504,63,10.0
18:9:47,502,63,10.0
18:9:48,502,63,13.333333333333334
18:9:49,501,63,13.333333333333334
18:9:50,501,62,10.0
18:9:51,501,61,10.0
18:9:52,499,61,10.0
18:9:53,498,60,10.0
18:9:54,500,60,10.0
18:9:55,501,59,10.0
18:9:56,501,59,10.0
18:9:57,505,59,10.0
18:9:58,500,60,10.0
18:9:59,502,59,10.0
18:10:0,500,59,13.333333333333334
18:10:1,498,59,10.0
18:10:2,494,59,6.666666666666667
18:10:3,493,59,10.0
18:10:4,493,59,10.0
18:10:5,494,59,10.0
18:10:6,493,58,10.0
18:10:7,493,58,10.0
18:10:8,495,59,10.0
18:10:9,502,59,10.0
18:10:10,503,60,10.0
18:10:11,500,61,10.0
18:10:12,509,64,10.0
18:10:13,499,66,13.333333333333334
18:10:14,569,71,16.666666666666664
18:10:15,510,73,16.666666666666664
18:10:16,495,75,16.666666666666664
18:10:17,494,74,16.666666666666664
18:10:18,496,73,20.0
18:10:19,496,72,20.0
18:10:20,497,70,20.0
18:10:21,504,68,20.0
18:10:22,512,66,20.0
18:10:23,513,64,20.0
18:10:24,514,61,20.0
18:10:25,505,60,20.0
18:10:26,498,59,20.0
18:10:27,495,59,20.0
18:10:28,496,59,20.0
18:10:29,496,60,16.666666666666664
18:10:30,497,60,16.666666666666664
18:10:31,500,61,16.666666666666664
18:10:32,503,61,16.666666666666664
18:10:33,507,61,13.333333333333334
